Experiment;Model;Optimizer;Epoch;Train PPL;Valid PPL;Best val;TPE;Wall-clock
Exp 4;GRU;SGD_LR_SCHEDULE;36;61.8031845;102.2361163;102.2361118;10775;
Exp 4;GRU;SGD_LR_SCHEDULE;37;61.71494141;102.2361163;102.2361118;11068;
Exp 4;GRU;SGD_LR_SCHEDULE;38;61.73523711;102.2361163;102.2361118;11360;
Exp 4;GRU;SGD_LR_SCHEDULE;39;61.79989139;102.2361163;102.2361118;11653;
Exp 6;GRU;ADAM;0;549.2775046;312.3759052;312.3759052;213;
Exp 6;GRU;ADAM;1;318.15893;239.788212;239.788212;426;
Exp 6;GRU;ADAM;2;258.6333774;206.6911625;206.6911625;639;
Exp 6;GRU;ADAM;3;223.3740634;184.4382028;184.4382028;852;
Exp 6;GRU;ADAM;4;199.435963;169.6085243;169.6085243;1065;
Exp 6;GRU;ADAM;5;181.4277469;158.6059764;158.6059764;1278;
Exp 6;GRU;ADAM;6;166.9682226;149.9090351;149.9090351;1491;
Exp 6;GRU;ADAM;7;155.3567611;142.7217241;142.7217241;1704;
Exp 6;GRU;ADAM;8;145.3406147;136.3767916;136.3767916;1917;
Exp 6;GRU;ADAM;9;137.3077681;131.4688711;131.4688711;2130;
Exp 6;GRU;ADAM;10;129.9270598;127.9085652;127.9085652;2343;
Exp 6;GRU;ADAM;11;123.872846;125.0240278;125.0240278;2556;
Exp 6;GRU;ADAM;12;118.299811;122.6137388;122.6137388;2769;
Exp 6;GRU;ADAM;13;113.7678449;120.1985523;120.1985523;2982;
Exp 6;GRU;ADAM;14;109.6610262;118.616938;118.616938;3196;
Exp 6;GRU;ADAM;15;105.7789591;116.627677;116.627677;3410;
Exp 6;GRU;ADAM;16;102.2412613;115.3456294;115.3456294;3625;
Exp 6;GRU;ADAM;17;99.20537634;114.0408495;114.0408495;3840;
Exp 6;GRU;ADAM;18;96.33458785;113.3302862;113.3302862;4055;
Exp 6;GRU;ADAM;19;93.74200741;112.5727463;112.5727463;4270;
Exp 6;GRU;ADAM;20;91.26825141;112.0759141;112.0759141;4486;
Exp 6;GRU;ADAM;21;89.1989141;111.5935521;111.5935521;4702;
Exp 6;GRU;ADAM;22;87.2090404;110.9385932;110.9385932;4918;
Exp 6;GRU;ADAM;23;85.27313362;110.6135552;110.6135552;5133;
Exp 6;GRU;ADAM;24;83.51158183;110.2235986;110.2235986;5347;
Exp 6;GRU;ADAM;25;82.01211949;110.2891556;110.2235986;5561;
Exp 6;GRU;ADAM;26;80.48086529;109.9053212;109.9053212;5774;
Exp 6;GRU;ADAM;27;79.04021868;109.6843042;109.6843042;5988;
Exp 6;GRU;ADAM;28;77.60558613;109.778758;109.6843042;6201;
Exp 6;GRU;ADAM;29;76.37252137;109.8318728;109.6843042;6414;
Exp 6;GRU;ADAM;30;75.3085883;109.8782342;109.6843042;6627;
Exp 6;GRU;ADAM;31;74.15858995;109.891202;109.6843042;6840;
Exp 6;GRU;ADAM;32;73.0276454;110.2665466;109.6843042;7053;
Exp 6;GRU;ADAM;33;71.97027053;109.9543649;109.6843042;7266;
Exp 6;GRU;ADAM;34;71.09492401;109.9001983;109.6843042;7479;
Exp 6;GRU;ADAM;35;70.19823905;110.2358495;109.6843042;7691;
Exp 6;GRU;ADAM;36;69.44109623;110.1068419;109.6843042;7904;
Exp 6;GRU;ADAM;37;68.5845306;110.423719;109.6843042;8117;
Exp 6;GRU;ADAM;38;67.91314506;110.4331818;109.6843042;8330;
Exp 6;GRU;ADAM;39;66.98023711;110.5946434;109.6843042;8543;
Exp 1;RNN;ADAM;0;659.2862894138169;402.58731043190346;402.58731043190346;411.098168611526;411
Exp 1;RNN;ADAM;1;416.490479874276;314.79260617495373;314.79260617495373;410.852909564971;822
Exp 1;RNN;ADAM;2;348.6041981844144;280.81394139988146;280.81394139988146;411.101768493652;1233
Exp 1;RNN;ADAM;3;310.83009444841946;255.1404753710342;255.1404753710342;411.286404132843;1644
Exp 1;RNN;ADAM;4;284.8884194163957;238.3541892307784;238.3541892307784;411.232722043991;2055
Exp 1;RNN;ADAM;5;266.1787184230885;225.729986325069;225.729986325069;411.371963500976;2466
Exp 1;RNN;ADAM;6;250.54398711607087;216.38153602554107;216.38153602554107;411.034751892089;2877
Exp 1;RNN;ADAM;7;237.70623113367134;207.6815820089237;207.6815820089237;411.360758304595;3288
Exp 1;RNN;ADAM;8;226.95024896175724;202.7613921203927;202.7613921203927;411.228391170501;3699
Exp 1;RNN;ADAM;9;217.6832962550359;196.2551170261996;196.2551170261996;411.402998447418;4110
Exp 1;RNN;ADAM;10;209.81892099642283;190.96046237448823;190.96046237448823;411.208166599273;4521
Exp 1;RNN;ADAM;11;202.6019582571523;186.93040348799454;186.93040348799454;411.46609544754;4932
Exp 1;RNN;ADAM;12;196.41790712067265;183.2935591888441;183.2935591888441;411.533633470535;5344
Exp 1;RNN;ADAM;13;190.44280629947002;180.50184584984646;180.50184584984646;411.453262329101;5755
Exp 1;RNN;ADAM;14;185.26947434332996;178.8574310602252;178.8574310602252;411.390417098999;6166
Exp 1;RNN;ADAM;15;180.71124085698287;176.00386341575773;176.00386341575773;411.243876457214;6577
Exp 1;RNN;ADAM;16;176.17217820711562;175.77593365825877;175.77593365825877;411.437536478042;6988
Exp 1;RNN;ADAM;17;171.69296297183737;171.33284162426267;171.33284162426267;411.08862709999;7399
Exp 1;RNN;ADAM;18;167.89936668035443;170.8931137368022;170.8931137368022;411.290246248245;7810
Exp 1;RNN;ADAM;19;164.70346170318209;167.88820457959574;167.88820457959574;411.341395139694;8221
Exp 1;RNN;ADAM;20;161.26820567069606;167.67323516545636;167.67323516545636;411.299561500549;8632
Exp 1;RNN;ADAM;21;157.91884092149425;166.55658569618572;166.55658569618572;411.386098861694;9043
Exp 1;RNN;ADAM;22;155.47600576450742;167.72511506241958;166.55658569618572;411.07489490509;9454
Exp 1;RNN;ADAM;23;152.43593205892023;164.75315343703105;164.75315343703105;411.491852045059;9865
Exp 1;RNN;ADAM;24;149.4210470070726;165.56153875552252;164.75315343703105;411.17765378952;10276
Exp 1;RNN;ADAM;25;147.0741110228967;161.97839998150943;161.97839998150943;411.590135335922;10688
Exp 1;RNN;ADAM;26;144.7718262374482;163.13557729464503;161.97839998150943;411.256141901016;11099
Exp 1;RNN;ADAM;27;142.4091288973172;160.61590139183716;160.61590139183716;411.700504302978;11511
Exp 1;RNN;ADAM;28;140.26402488516132;161.83739441456345;160.61590139183716;411.456851959228;11922
Exp 1;RNN;ADAM;29;137.95162398095576;159.82801239479983;159.82801239479983;411.734399557113;12334
Exp 1;RNN;ADAM;30;136.08155306599153;159.56301189013104;159.56301189013104;411.577946901321;12746
Exp 1;RNN;ADAM;31;133.95856074884543;158.85420236892463;158.85420236892463;411.548954486846;13158
Exp 1;RNN;ADAM;32;132.30702696415722;159.33656018594212;158.85420236892463;411.155614137649;13569
Exp 1;RNN;ADAM;33;130.3817176821373;159.62395357645508;158.85420236892463;411.194165229797;13980
Exp 1;RNN;ADAM;34;128.38350546371618;159.2242918500643;158.85420236892463;411.297352075576;14391
Exp 1;RNN;ADAM;35;126.91217495676946;157.9643283542513;157.9643283542513;411.313760280609;14802
Exp 1;RNN;ADAM;36;125.03161489864276;158.70455815345315;157.9643283542513;411.323252916336;15213
Exp 1;RNN;ADAM;37;123.78591942716271;157.98822054735524;157.9643283542513;411.282962083816;15624
Exp 1;RNN;ADAM;38;121.88353118175311;157.35790137005066;157.35790137005066;411.586077928543;16036
Exp 1;RNN;ADAM;39;120.97105109994727;157.82456012231387;157.35790137005066;411.055043935775;16447
Exp 2;RNN;SGD_LR_SCHEDULE;0;836.53446964;513.017154328;513.017154328;101.609996080398;102
Exp 2;RNN;SGD_LR_SCHEDULE;1;533.837218379;405.753734383;405.753734383;101.41000342369;203
Exp 2;RNN;SGD_LR_SCHEDULE;2;450.996265681;357.681300732;357.681300732;101.765594005584;305
Exp 2;RNN;SGD_LR_SCHEDULE;3;405.465822624;336.420642951;336.420642951;101.231858968734;406
Exp 2;RNN;SGD_LR_SCHEDULE;4;374.564112226;301.494934017;301.494934017;101.310291528701;507
Exp 2;RNN;SGD_LR_SCHEDULE;5;352.094937599;282.925854926;282.925854926;101.703122138977;609
Exp 2;RNN;SGD_LR_SCHEDULE;6;333.740992839;270.55346958;270.55346958;101.170332193374;710
Exp 2;RNN;SGD_LR_SCHEDULE;7;318.924471367;261.054134274;261.054134274;101.038477182388;811
Exp 2;RNN;SGD_LR_SCHEDULE;8;306.438491495;250.603261843;250.603261843;101.208357572555;912
Exp 2;RNN;SGD_LR_SCHEDULE;9;295.358539463;243.467294544;243.467294544;101.085586309432;1013
Exp 2;RNN;SGD_LR_SCHEDULE;10;286.051930764;234.820331409;234.820331409;101.031293630599;1114
Exp 2;RNN;SGD_LR_SCHEDULE;11;277.775527448;229.139555566;229.139555566;101.037472486495;1215
Exp 2;RNN;SGD_LR_SCHEDULE;12;270.246284236;224.246851413;224.246851413;101.03540444374;1316
Exp 2;RNN;SGD_LR_SCHEDULE;13;263.99082928;223.566926348;223.566926348;101.034788131713;1417
Exp 2;RNN;SGD_LR_SCHEDULE;14;258.041336649;216.788087038;216.788087038;101.294382095336;1518
Exp 2;RNN;SGD_LR_SCHEDULE;15;250.653031999;210.906442584;210.906442584;101.547316074371;1620
Exp 2;RNN;SGD_LR_SCHEDULE;16;244.180749412;207.611663302;207.611663302;101.784813642501;1722
Exp 2;RNN;SGD_LR_SCHEDULE;17;238.900692536;203.224760775;203.224760775;101.772211790084;1824
Exp 2;RNN;SGD_LR_SCHEDULE;18;235.022513287;199.724858661;199.724858661;101.418128967285;1925
Exp 2;RNN;SGD_LR_SCHEDULE;19;232.462140173;200.580494504;199.724858661;101.697839736938;2027
Exp 2;RNN;SGD_LR_SCHEDULE;20;230.686057406;197.584028927;197.584028927;101.338300466537;2128
Exp 2;RNN;SGD_LR_SCHEDULE;21;230.624155122;196.878934683;196.878934683;101.327409982681;2229
Exp 2;RNN;SGD_LR_SCHEDULE;22;230.103468214;196.262151825;196.262151825;101.406816720962;2330
Exp 2;RNN;SGD_LR_SCHEDULE;23;230.279413839;195.941851575;195.941851575;101.318224430084;2431
Exp 2;RNN;SGD_LR_SCHEDULE;24;230.220133299;195.906221494;195.906221494;101.350530862808;2532
Exp 2;RNN;SGD_LR_SCHEDULE;25;230.023871109;195.912596085;195.906221494;101.434619665145;2633
Exp 2;RNN;SGD_LR_SCHEDULE;26;230.196560219;195.916880033;195.906221494;101.804510593414;2735
Exp 2;RNN;SGD_LR_SCHEDULE;27;230.246772805;195.917121146;195.906221494;101.793252706527;2837
Exp 2;RNN;SGD_LR_SCHEDULE;28;230.13187421;195.917129154;195.906221494;101.792043447494;2939
Exp 2;RNN;SGD_LR_SCHEDULE;29;230.136285583;195.917139831;195.906221494;101.170294046401;3040
Exp 2;RNN;SGD_LR_SCHEDULE;30;230.291349383;195.917129154;195.906221494;101.081259012222;3141
Exp 2;RNN;SGD_LR_SCHEDULE;31;229.98127694;195.917133603;195.906221494;101.448112726211;3242
Exp 2;RNN;SGD_LR_SCHEDULE;32;230.100408093;195.917134492;195.906221494;101.590858459472;3344
Exp 2;RNN;SGD_LR_SCHEDULE;33;230.223900262;195.917134492;195.906221494;101.074806928634;3445
Exp 2;RNN;SGD_LR_SCHEDULE;34;230.478760165;195.917134492;195.906221494;101.023782730102;3546
Exp 2;RNN;SGD_LR_SCHEDULE;35;230.523956449;195.917134492;195.906221494;101.044910669326;3647
Exp 2;RNN;SGD_LR_SCHEDULE;36;229.950849241;195.917134492;195.906221494;101.179924726486;3748
Exp 2;RNN;SGD_LR_SCHEDULE;37;229.928910054;195.917134492;195.906221494;101.643310070037;3850
Exp 2;RNN;SGD_LR_SCHEDULE;38;229.904243177;195.917134492;195.906221494;101.435210466384;3951
Exp 2;RNN;SGD_LR_SCHEDULE;39;230.005248573;195.917134492;195.906221494;101.783170938491;4053
Exp 5;RNN;ADAM;0;797.3337269;478.0830199;478.0830199;124.1266663;124
Exp 5;RNN;ADAM;1;476.3693367;367.2772963;367.2772963;123.8902969;248
Exp 5;RNN;ADAM;2;383.5687528;308.3311586;308.3311586;123.9944031;372
Exp 5;RNN;ADAM;3;331.9501013;277.5432434;277.5432434;123.9647741;496
Exp 5;RNN;ADAM;4;299.7265477;255.9592319;255.9592319;124.1496511;620
Exp 5;RNN;ADAM;5;276.7788483;239.4372731;239.4372731;124.1655269;744
Exp 5;RNN;ADAM;6;258.9131756;227.5516067;227.5516067;123.8908985;868
Exp 5;RNN;ADAM;7;244.4235986;217.726107;217.726107;123.9799089;992
Exp 5;RNN;ADAM;8;232.7190066;209.7271711;209.7271711;124.0788689;1116
Exp 5;RNN;ADAM;9;222.8048988;202.2154263;202.2154263;124.283531;1240
Exp 5;RNN;ADAM;10;213.863003;197.1092568;197.1092568;124.3307683;1364
Exp 5;RNN;ADAM;11;205.8052185;191.7703714;191.7703714;124.0544798;1488
Exp 5;RNN;ADAM;12;198.9140575;188.4925175;188.4925175;124.3853059;1612
Exp 5;RNN;ADAM;13;192.7665543;182.9762802;182.9762802;123.8190944;1736
Exp 5;RNN;ADAM;14;186.994139;179.1454158;179.1454158;124.79386;1861
Exp 5;RNN;ADAM;15;181.7508119;175.9046433;175.9046433;124.9070213;1986
Exp 5;RNN;ADAM;16;176.8911176;173.6324884;173.6324884;124.5644355;2111
Exp 5;RNN;ADAM;17;172.9686114;170.0900034;170.0900034;124.4322367;2235
Exp 5;RNN;ADAM;18;168.6871815;169.5247155;169.5247155;124.3196871;2359
Exp 5;RNN;ADAM;19;164.8910198;167.1028358;167.1028358;124.3645566;2483
Exp 5;RNN;ADAM;20;161.3983525;163.1931121;163.1931121;124.6271222;2608
Exp 5;RNN;ADAM;21;158.1822324;161.2766355;161.2766355;124.3301659;2732
Exp 5;RNN;ADAM;22;155.2520093;160.938191;160.938191;124.5442142;2857
Exp 5;RNN;ADAM;23;152.022743;157.8707592;157.8707592;124.4815047;2981
Exp 5;RNN;ADAM;24;149.4398018;156.8688109;156.8688109;124.5726919;3106
Exp 5;RNN;ADAM;25;146.6622898;156.254429;156.254429;124.7127624;3231
Exp 5;RNN;ADAM;26;144.2452547;154.7734361;154.7734361;124.4227185;3355
Exp 5;RNN;ADAM;27;141.9174743;152.9898307;152.9898307;124.1654036;3479
Exp 5;RNN;ADAM;28;139.8421364;151.7497032;151.7497032;124.4563007;3603
Exp 5;RNN;ADAM;29;137.361206;152.2872618;151.7497032;124.5235527;3728
Exp 5;RNN;ADAM;30;135.6903473;149.7191349;149.7191349;124.5568602;3853
Exp 5;RNN;ADAM;31;133.4198625;150.110897;149.7191349;124.3817611;3977
Exp 5;RNN;ADAM;32;131.526403;147.8382503;147.8382503;124.332252;4101
Exp 5;RNN;ADAM;33;129.5896799;147.6916354;147.6916354;124.3324213;4225
Exp 5;RNN;ADAM;34;127.8967427;146.5966029;146.5966029;124.6740482;4350
Exp 5;RNN;ADAM;35;126.0785707;145.4499115;145.4499115;124.7402112;4475
Exp 5;RNN;ADAM;36;124.5825785;145.3174796;145.3174796;124.6495693;4600
Exp 5;RNN;ADAM;37;122.9387542;144.0495362;144.0495362;124.5855892;4725
Exp 5;RNN;ADAM;38;121.3227244;144.3756653;144.0495362;124.3500504;4849
Exp 5;RNN;ADAM;39;119.9544095;142.5411492;142.5411492;124.5837464;4974
